=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.12.18 16:55:29 =~=~=~=~=~=~=~=~=~=~=~=,,,
1950,0,,
1963,0,,
1976,0,,
1988,0.18,,
2000,0,,
2013,0.18,,
2025,0,,
2038,0.11,,
2051,0.27,,
2063,0.11,,
2075,0.37,,
2087,0.2,,
2100,0.27,,
2113,0.02,,
2125,0.31,,
2138,0.2,,
2150,0.24,,
2162,0.33,,
2176,0,,
2188,0.3,,
2200,0.02,,
2212,0.06,,
2225,0.37,,
2238,0.31,,
2250,0.28,,
2263,0.3,,
2275,0.36,,
2287,0.2,,
2299,0,,
2313,0,,
2325,0,,
2337,0,,
2350,0.01,,
2362,0.21,,
2375,0.27,,
2387,0.16,,
2400,0.16,,
2412,0.07,,
2424,0.02,,
2438,0,,
2450,0.36,,
2462,0.33,,
2475,0.01,,
2487,0.21,,
2499,0.05,,
2512,0.04,,
2525,0.15,,
2537,0.37,,
2549,0.01,,
2562,0.32,,
2575,0.16,,
2587,0.01,,
2599,0,,
2612,0.02,,
2624,0.02,,
2637,0,,
2650,0,,
2662,0.1,,
2674,0.26,,
2686,0,,
2699,0,,
2712,0,,
2724,0.12,,
2737,0,,
2749,0.2,,
2761,0.35,,
2775,0,,
2787,0,,
2799,0.13,,
2811,0,,
2824,0.18,,
2837,0.08,,
2849,0.03,,
2862,0.07,,
2874,0.37,,
2886,0.29,,
2898,0.03,,
2912,0.09,,
2924,0.21,,
2936,0.14,,
2949,0,,
2961,0.09,,
2974,0.3,,
2987,0.39,,
2999,0.36,,
3011,0.21,,
3023,0.04,,
3037,0,,
3049,0.12,,
3061,0,,
3074,0,,
3086,0,,
3098,0,,
3111,0,,
3124,0.01,,
3136,0.07,,
3148,0.37,,
3161,0.02,,
3174,0.11,,
3186,0,,
3198,0.04,,
3211,0.01,,
3223,0.3,,
3236,0.24,,
3249,0.22,,
3261,0.34,,
3273,0.01,,
3286,0.15,,
3298,0.03,,
3311,0.32,,
3323,0.15,,
3336,0.05,,
3348,0.01,,
3360,0,,
3374,0.04,,
3386,0.11,,
3398,0.23,,
3410,0.38,,
3423,0,,
3436,0,,
3448,0,,
3461,0.02,,
3473,0,,
3485,0,,
3497,0.16,,
3511,0.01,,
3523,0,,
3535,0,,
3548,0.11,,
3560,0,,
3573,0.06,,
3586,0.39,,
3598,0.12,,
3610,0.04,,
3622,0.09,,
3636,0.27,,
3648,0.02,,
3660,0.18,,
3673,0,,
3685,0.26,,
3697,0.3,,
3710,0.21,,
3723,0.19,,
3735,0.22,,
3747,0.28,,
3760,0.38,,
3773,0.09,,
3785,0,,
3798,0,,
3810,0,,
3822,0,,
3835,0.03,,
3848,0,,
3860,0.09,,
3872,0.23,,
3885,0.2,,
3897,0.06,,
3910,0.31,,
3922,0.05,,
3935,0.29,,
3947,0.34,,
3959,0,,
3973,0.32,,
3985,0.19,,
3997,0.22,,
4009,0.38,,
4022,0,,
4035,0.24,,
4047,0,,
4060,0.18,,
4072,0.31,,
4084,0.22,,
4097,0.18,,
4110,0.2,,
4122,0.25,,
4134,0.34,,
4147,0.16,,
4159,0,,
4172,0,,
4185,0,,
4197,0.18,,
4209,0.11,,
4221,0,,
4235,0.13,,
4247,0,,
4259,0.18,,
4272,0,,
4284,0,,
4296,0.36,,
4310,0.26,,
4322,0.32,,
4334,0.02,,
4346,0.01,,
4359,0.09,,
4372,0,,
4384,0.05,,
4397,0.35,,
4409,0.02,,
4421,0.12,,
4434,0.29,,
4447,0.17,,
4459,0.1,,
4471,0.09,,
4484,0.12,,
4496,0.2,,
4509,0.31,,
4521,0.19,,
4534,0,,
4546,0,,
4558,0,,
4572,0,,
4584,0.01,,
4596,0.04,,
4609,0,,
4621,0,,
4634,0,,
4646,0.02,,
4659,0,,
4671,0.05,,
4683,0.02,,
4696,0.05,,
4709,0.08,,
4721,0.35,,
4733,0.32,,
4746,0.01,,
4758,0.07,,
4771,0.3,,
4784,0.11,,
4796,0,,
4808,0.13,,
4820,0.38,,
4834,0.34,,
4846,0.35,,
4858,0.32,,
4871,0.09,,
4883,0,,
4895,0.07,,
4909,0,,
4921,0,,
4933,0,,
4945,0.33,,
4958,0,,
4971,0.37,,
4983,0.14,,
4996,0,,
5008,0.32,,
5020,0.37,,
5033,0,,
5046,0,,
5058,0.09,,
5070,0.14,,
5083,0.28,,
5095,0.24,,
5108,0.33,,
5121,0.05,,
5133,0.11,,
5145,0.07,,
5157,0.25,,
5171,0.07,,
5183,0,,
5195,0,,
5208,0,,
5220,0,,
5233,0.02,,
5245,0.11,,
5258,0.26,,
5270,0,,
5282,0,,
5295,0,,
5308,0,,
5320,0,,
5332,0.34,,
5345,0.39,,
5357,0.01,,
5370,0,,
5383,0.36,,
5395,0,,
5407,0.31,,
5420,0.33,,
5433,0,,
5445,0.31,,
5457,0.17,,
5470,0.19,,
5482,0.33,,
5494,0.01,,
5508,0.2,,
5520,0,,
5532,0.32,,
5544,0.25,,
5557,0.15,,
5570,0.12,,
5582,0.12,,
5595,0.18,,
5607,0.28,,
5619,0.32,,
5633,0.01,,
5645,0,,
5657,0,,
5669,0,,
5682,0,,
5694,0.07,,
5707,0.35,,
5720,0,,
5732,0.05,,
5744,0.01,,
5756,0,,
5770,0.35,,
5782,0.23,,
5794,0.37,,
5807,0,,
5819,0.09,,
5832,0.18,,
5844,0.07,,
5857,0,,
5869,0.28,,
5881,0,,
5894,0.37,,
5907,0.2,,
5919,0.08,,
5932,0.02,,
5944,0.01,,
5956,0.03,,
5969,0.09,,
5982,0.19,,
5994,0.34,,
6006,0,,
6019,0,,
6032,0,,
6044,0,,
6056,0.03,,
6069,0.03,,
6081,0.05,,
6093,0.32,,
6107,0.09,,
6119,0.09,,
6131,0.07,,
6144,0.14,,
6156,0.07,,
6169,0.26,,
6181,0,,
6194,0.21,,
6206,0.35,,
6218,0.1,,
6232,0,,
6244,0.27,,
6256,0,,
6268,0.29,,
6281,0.23,,
6293,0.11,,
6306,0.05,,
6319,0.04,,
6331,0.08,,
6343,0.16,,
6355,0.26,,
6369,0.3,,
6381,0,,
6393,0,,
6406,0,,
6418,0,,
6431,0,,
6444,0.04,,
6456,0,,
6468,0,,
6480,0.37,,
6493,0,,
6506,0,,
6518,0.34,,
6531,0.25,,
6543,0.27,,
6555,0.03,,
6568,0.01,,
6581,0.02,,
6593,0,,
6605,0.09,,
6618,0.34,,
6631,0.06,,
6643,0.06,,
6656,0.35,,
6668,0.22,,
6680,0.16,,
6692,0.14,,
6706,0.18,,
6718,0.26,,
6730,0.37,,
6743,0.09,,
6755,0,,
6768,0,,
6780,0,,
6793,0.11,,
6805,0,,
6817,0,,
6831,0.26,,
6843,0.11,,
6855,0,,
6867,0.39,,
6880,0.21,,
6892,0.06,,
6905,0.02,,
6918,0.21,,
6930,0,,
6942,0.3,,
6955,0.37,,
6968,0.13,,
6980,0,,
6992,0.27,,
7005,0,,
7017,0.28,,
7030,0.24,,
7043,0.13,,
7055,0.08,,
7067,0.07,,
7079,0.1,,
7092,0.18,,
7105,0.3,,
7117,0.24,,
7130,0,,
7142,0,,
7154,0,,
7168,0,,
7180,0.34,,
7192,0.16,,
7204,0.1,,
7217,0,,
7230,0.13,,
7242,0.02,,
7255,0.31,,
7267,0.11,,
7279,0.2,,
7291,0.05,,
7305,0.26,,
7317,0.15,,
7329,0.2,,
7342,0.37,,
7354,0,,
7367,0.27,,
7379,0.01,,
7392,0.07,,
7404,0.36,,
7416,0.29,,
7430,0.25,,
7442,0.27,,
7454,0.33,,
7467,0.25,,
7479,0.01,,
7491,0.02,,
7504,0,,
7517,0,,
7529,0,,
7541,0.38,,
7554,0.36,,
7567,0.1,,
7579,0.09,,
7591,0.01,,
7604,0.11,,
7616,0,,
7629,0.28,,
7642,0.25,,
7654,0.12,,
7666,0.12,,
7678,0,,
7691,0,,
7704,0.07,,
7716,0.3,,
7729,0,,
7741,0.31,,
7753,0.06,,
7767,0,,
7779,0.09,,
7791,0.19,,
7803,0.2,,
7816,0.11,,
7829,0.02,,
7841,0.01,,
7854,0.13,,
7866,0,,
7878,0,,
7890,0,,
7904,0.06,,
7916,0.14,,
7928,0.28,,
7941,0,,
7953,0.34,,
7966,0,,
7979,0.05,,
7991,0.07,,
8003,0,,
8015,0.07,,
8029,0.31,,
8041,0.17,,
8053,0.11,,
8066,0.17,,
8078,0.36,,
8090,0,,
8103,0.28,,
8116,0.02,,
8128,0.05,,
8140,0.32,,
8153,0.34,,
8166,0.32,,
8178,0.34,,
8190,0.33,,
8203,0.1,,
8215,0,,
8228,0,,
8241,0,,
8253,0,,
8265,0.28,,
8278,0,,
8290,0,,
8303,0.23,,
8315,0.3,,
8328,0.33,,
8340,0,,
8352,0.11,,
8366,0,,
8378,0,,
8390,0.03,,
8402,0.21,,
8415,0.28,,
8428,0.27,,
8440,0.36,,
8453,0,,
8465,0.21,,
8477,0,,
8489,0.38,,
8503,0.21,,
8515,0.1,,
8527,0.05,,
8540,0.05,,
8552,0.1,,
