=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.12.18 16:57:39 =~=~=~=~=~=~=~=~=~=~=~=,,,
1,0.6,0,0.01
128380,0.11,,
128395,0.33,,
128409,0,,
128423,0.23,,
128439,0,,
128453,0.33,,
128467,0,,
128482,0,,
128496,0,0.07,
0,0,,
1,0.3,,
1,0.04,,
2,0.01,,
2,0.3,,
2,0.04,,
3,0.01,,
7,0,,
16,0.33,,
26,0.03,,
36,0.17,,
48,0,,
58,0.07,,
68,0.22,,
78,0.16,,
89,0.01,,
99,0.01,,
110,0.21,,
121,0.23,,
133,0.31,,
144,0.24,,
155,0,,
166,0.11,,
179,0.37,,
190,0,,
201,0.31,,
212,0,,
224,0.32,,
235,0,,
247,0,,
259,0,,
270,0,,
281,0,,
292,0,,
304,0.37,,
316,0.35,,
327,0.36,,
338,0.1,,
350,0.33,,
361,0.11,,
373,0.2,,
385,0.02,,
396,0.32,,
407,0.27,,
418,0.38,,
430,0,,
442,0.23,,
453,0,,
464,0.1,,
476,0.36,,
487,0.37,,
498,0.36,,
510,0.12,,
522,0,,
533,0.1,,
544,0.33,,
556,0,,
567,0.19,,
579,0.06,,
590,0.19,,
602,0,,
613,0,,
624,0,,
635,0,,
648,0,,
659,0,,
670,0.19,,
681,0.31,,
693,0.01,,
704,0,,
716,0.01,,
728,0.04,,
739,0,,
750,0.06,,
761,0.16,,
774,0.28,,
785,0.27,,
796,0.32,,
807,0,,
819,0.32,,
830,0.06,,
842,0,,
854,0.05,,
865,0.07,,
876,0.02,,
887,0,,
899,0.1,,
911,0.31,,
922,0.02,,
933,0.11,,
945,0.29,,
956,0.05,,
967,0.27,,
979,0.11,,
991,0,,
1002,0,,
1014,0,,
1027,0,,
1040,0,,
1052,0,,
1064,0,,
1077,0.12,,
1089,0.25,,
1101,0.07,,
1115,0.33,,
1127,0.12,,
1139,0.2,,
1152,0.09,,
1164,0.22,,
1177,0.11,,
1189,0.15,,
1202,0.32,,
1214,0.01,,
1226,0.22,,
1240,0,,
1252,0.16,,
1264,0.32,,
1276,0.23,,
1289,0.21,,
1301,0.24,,
1314,0.31,,
1327,0.32,,
1339,0.03,,
1351,0.01,,
1363,0,,
1377,0,,
1389,0,,
1401,0.23,,
1414,0,,
1426,0,,
1439,0.07,,
1452,0.24,,
1464,0,,
1476,0.14,,
1488,0,,
1501,0.04,,
1514,0,,
1526,0.18,,
1539,0,,
1551,0.01,,
1563,0,,
1576,0.07,,
1589,0.35,,
1601,0.01,,
1613,0.2,,
1626,0.24,,
1639,0.11,,
1651,0.04,,
1664,0.02,,
1676,0.04,,
1688,0.11,,
1700,0.21,,
1714,0.35,,
1726,0.04,,
1738,0,,
1751,0,,
1763,0,,
1776,0.35,,
1788,0,,
1801,0,,
1813,0.27,,
1825,0.12,,
1839,0,,
1851,0.37,,
1863,0.22,,
1875,0.07,,
1888,0.02,,
1900,0.21,,
1913,0,,
1926,0.25,,
1938,0.32,,
1950,0.09,,
1963,0.01,,
1976,0.32,,
1988,0.01,,
2000,0.14,,
2013,0.31,,
2025,0.21,,
2038,0.15,,
2051,0.15,,
2063,0.19,,
2075,0.28,,
2087,0.34,,
2100,0.03,,
2113,0,,
2125,0,,
2138,0,,
2150,0,,
2162,0,,
2176,0,,
2188,0,,
2200,0,,
2212,0,,
2225,0.06,,
2238,0,,
2250,0.28,,
2263,0.23,,
2275,0,,
2287,0.37,,
2299,0.22,,
2313,0.24,,
2325,0.38,,
2337,0,,
2350,0.23,,
2362,0,,
2375,0.21,,
2387,0.29,,
2400,0.19,,
2412,0.16,,
2424,0.17,,
2438,0.22,,
2450,0.32,,
2462,0.18,,
2475,0,,
2487,0,,
2499,0,,
2512,0,,
2525,0,,
2537,0,,
2549,0.07,,
2562,0.2,,
2575,0.15,,
2587,0,,
2599,0.24,,
2612,0.26,,
2624,0,,
2637,0.03,,
2650,0,,
2662,0.32,,
2674,0.11,,
2686,0.07,,
2699,0.17,,
2712,0.38,,
2724,0,,
2737,0.35,,
2749,0.09,,
2761,0,,
2775,0.05,,
2787,0.14,,
2799,0.17,,
2811,0.09,,
2824,0,,
2837,0,,
2849,0.13,,
2862,0,,
2874,0,,
2886,0,,
2898,0,,
2912,0,,
2924,0.04,,
2936,0,,
2949,0,,
2961,0.22,,
2974,0.34,,
2987,0.17,,
2999,0.27,,
3011,0.21,,
3023,0.27,,
3037,0.01,,
3049,0.29,,
3061,0.18,,
3074,0.22,,
3086,0.38,,
3098,0,,
3111,0.27,,
3124,0.01,,
3136,0.07,,
3148,0.36,,
3161,0.28,,
3174,0.25,,
3186,0.27,,
3198,0.33,,
3211,0.22,,
3223,0,,
3236,0.03,,
3249,0,,
3261,0,,
3273,0,,
3286,0.23,,
3298,0,,
3311,0.33,,
3323,0.3,,
3336,0.28,,
